id,category,subcategory,title,description,severity,examples,references,tags,rationale,fix_guidance
DS_MD_012,markdown_standards,links,Use reference-style for repeated links,Use reference-style links when the same URL appears multiple times,low,"{""good"": ""[CommonMark][cm] and [GFM][cm]\n[cm]: https://commonmark.org"", ""bad"": ""[CommonMark](https://commonmark.org) and [GFM](https://commonmark.org)""}","[""https://commonmark.org/help/""]","[""links"", ""maintenance"", ""duplication""]",Reference-style links reduce duplication and make URLs easier to maintain,Convert repeated inline links to reference-style with definitions at document end
DS_MD_013,markdown_standards,code,Use proper code fencing,Use triple backticks for code blocks with language specification when applicable,medium,"{""good"": ""```javascript\nconst x = 1;\n```"", ""bad"": ""```\nconst x = 1;\n```""}","[""https://github.github.com/gfm/""]","[""code"", ""syntax-highlighting"", ""clarity""]",Language specification enables syntax highlighting and improves readability,Add language identifier after opening backticks for syntax highlighting
DS_MD_014,markdown_standards,code,Use backticks for inline code,Use single backticks for inline code rather than other formatting,high,"{""good"": ""Use the `console.log()` function"", ""bad"": ""Use the *console.log()* function""}","[""https://commonmark.org/help/""]","[""code"", ""inline"", ""formatting""]",Backticks preserve code formatting and distinguish code from regular text,Wrap inline code snippets with single backticks
DS_MD_015,markdown_standards,code,Escape backticks in code,Use multiple backticks or add spaces when code contains backticks,medium,"{""good"": ""`` `backtick` ``"", ""bad"": ""`backtick` fails""}","[""https://commonmark.org/help/""]","[""code"", ""escaping"", ""syntax""]",Proper escaping prevents parsing errors when code contains backticks,Use double backticks with spaces or escape with backslashes
DS_MD_016,markdown_standards,images,Use descriptive alt text,Always provide meaningful alt text for images for accessibility,critical,"{""good"": ""![Chart showing sales increase](chart.png)"", ""bad"": ""![](chart.png)""}","[""https://github.github.com/gfm/""]","[""images"", ""accessibility"", ""alt-text""]",Alt text is required for screen readers and accessibility compliance,Add descriptive alt text that explains what the image shows or its purpose
DS_MD_017,markdown_standards,formatting,Escape special characters,Use backslash to escape special Markdown characters when needed literally,high,"{""good"": ""\\*This is not italic\\*"", ""bad"": ""*This is not italic*""}","[""https://commonmark.org/help/""]","[""escaping"", ""special-characters"", ""literal-text""]",Escaping prevents unintended formatting when using special characters literally,Add backslash before special characters (* _ # etc.) when you want them displayed literally
DS_MD_018,markdown_standards,formatting,Use two spaces for line breaks,Use two trailing spaces for soft line breaks within paragraphs,low,"{""good"": ""Line one  \nLine two"", ""bad"": ""Line one\nLine two""}","[""https://github.github.com/gfm/""]","[""line-breaks"", ""spacing"", ""formatting""]",Two trailing spaces create intentional line breaks within paragraphs,Add two spaces at the end of lines where you want a line break within a paragraph
DS_MD_019,markdown_standards,formatting,Separate paragraphs with blank lines,Use blank lines to separate paragraphs for clear document structure,medium,"{""good"": ""First paragraph.\n\nSecond paragraph."", ""bad"": ""First paragraph.\nSecond paragraph.""}","[""https://commonmark.org/help/""]","[""paragraphs"", ""spacing"", ""structure""]",Blank lines clearly separate paragraphs and improve readability,Add a blank line between each paragraph
DS_MD_020,markdown_standards,tables,Use proper table alignment,Use colons in the delimiter row to specify column alignment,low,"{""good"": ""| Left | Center | Right |\n|:-----|:------:|------:|"", ""bad"": ""| Left | Center | Right |\n|------|--------|-------|""}","[""https://github.github.com/gfm/""]","[""tables"", ""alignment"", ""formatting""]",Proper alignment improves table readability and presentation,Use :--- for left :---: for center ---: for right alignment in delimiter row
DS_MD_021,markdown_standards,tables,Keep table formatting consistent,Align table columns visually in source for better readability,low,"{""good"": ""| Name  | Age | City    |\n|-------|-----|---------|"", ""bad"": ""| Name | Age | City |\n|---|---|---|""}","[""https://github.github.com/gfm/""]","[""tables"", ""formatting"", ""readability""]",Consistent formatting makes tables easier to read and edit in source,Align columns with consistent spacing and padding
DS_MD_022,markdown_standards,blockquotes,Use proper blockquote formatting,Start each line of a blockquote with > symbol,medium,"{""good"": ""> This is a quote\n> spanning multiple lines"", ""bad"": ""> This is a quote\nspanning multiple lines""}","[""https://commonmark.org/help/""]","[""blockquotes"", ""formatting"", ""syntax""]",Each line needs > symbol for proper blockquote rendering,Add > symbol at the start of every line within a blockquote
DS_MD_023,markdown_standards,task_lists,Use consistent task list syntax,Use - [ ] for unchecked and - [x] for checked task list items,low,"{""good"": ""- [x] Done\n- [ ] Todo"", ""bad"": ""- [X] Done\n- [] Todo""}","[""https://github.github.com/gfm/""]","[""task-lists"", ""checkboxes"", ""consistency""]",Consistent syntax ensures task lists render correctly across platforms,Use lowercase x for checked items and space for unchecked items
DS_MD_024,markdown_standards,horizontal_rules,Use three or more markers for horizontal rules,Use at least three hyphens asterisks or underscores for horizontal rules,low,"{""good"": ""---\n***\n___"", ""bad"": ""--\n**""}","[""https://commonmark.org/help/""]","[""horizontal-rules"", ""syntax"", ""separation""]",Three or more markers are required to create a horizontal rule,Use at least three consecutive hyphens asterisks or underscores
DS_MD_025,markdown_standards,whitespace,Avoid trailing whitespace,Remove unnecessary trailing whitespace except for intentional line breaks,low,"{""good"": ""Clean line\nAnother line"", ""bad"": ""Line with spaces   \nAnother line   ""}","[""https://github.github.com/gfm/""]","[""whitespace"", ""clean-code"", ""formatting""]",Trailing whitespace can cause rendering issues and Git commits look messy,Remove trailing spaces unless intentionally creating line breaks
DS_MD_026,markdown_standards,file_structure,End files with newline,Always end Markdown files with a newline character,low,"{""good"": ""Last line content\n"", ""bad"": ""Last line content""}","[""https://github.github.com/gfm/""]","[""file-structure"", ""newline"", ""conventions""]",Ending with newline follows POSIX standards and prevents Git warnings,Add a single newline character at the end of all Markdown files
DS_MD_027,markdown_standards,security,Sanitize HTML input,Be cautious with raw HTML in Markdown especially from untrusted sources,critical,"{""good"": ""Use Markdown syntax: **bold**"", ""bad"": ""<script>alert('xss')</script>""}","[""https://github.github.com/gfm/""]","[""security"", ""html"", ""xss""]",Raw HTML can introduce security vulnerabilities including XSS attacks,Prefer Markdown syntax over HTML and sanitize any HTML input from users
DS_MD_028,markdown_standards,file_naming,Use descriptive file names,Use clear descriptive file names with proper extensions,low,"{""good"": ""user-guide.md api-reference.md"", ""bad"": ""doc1.md file.txt""}","[""https://github.github.com/gfm/""]","[""file-naming"", ""organization"", ""clarity""]",Descriptive names make files easier to find and understand their purpose,Use kebab-case or snake_case with descriptive names and .md extension
DS_MD_029,markdown_standards,performance,Optimize image sizes,Use appropriately sized images and consider using web-optimized formats,medium,"{""good"": ""![Logo](logo-small.webp)"", ""bad"": ""![Logo](huge-image-5mb.png)""}","[""https://github.github.com/gfm/""]","[""images"", ""performance"", ""optimization""]",Large images slow down page loading and consume unnecessary bandwidth,Resize and compress images appropriately for web use
DS_MD_030,markdown_standards,accessibility,Use semantic markup,Choose appropriate Markdown elements based on content meaning not appearance,high,"{""good"": ""## Section Title\n**Important note**"", ""bad"": ""**SECTION TITLE**\n*Important note*""}","[""https://github.github.com/gfm/""]","[""accessibility"", ""semantics"", ""structure""]",Semantic markup improves accessibility and helps assistive technologies understand content,Use headings for titles lists for items emphasis for important text based on meaning
