id,category,subcategory,title,description,severity,examples,references,tags,rationale,fix_guidance
DS_JS_024,drupal_javascript_eslint,configuration,Use eslint-config-drupal,"Install and use the official eslint-config-drupal package for consistent linting.",high,"{""good"": ""npm install eslint-config-drupal\n// .eslintrc.json:\n{\n  \""extends\"": [\""drupal\""]\n}"", ""bad"": ""// Custom ESLint config without Drupal standards\n{\n  \""rules\"": {\n    // Random rules\n  }\n}""}","['https://www.drupal.org/docs/develop/standards/javascript/eslint-settings']","['eslint', 'configuration', 'tools']",Ensures consistent code quality and follows established Drupal JavaScript standards.,Install eslint-config-drupal and extend it in your .eslintrc.json configuration.
DS_JS_025,drupal_javascript_eslint,configuration,Create .eslintrc.json configuration,"Create .eslintrc.json configuration file for project-specific ESLint settings.",medium,"{""good"": ""{\n  \""extends\"": [\""drupal\""],\n  \""globals\"": {\n    \""myGlobal\"": true\n  }\n}"", ""bad"": ""// No ESLint configuration file\n// Using default settings only""}","['https://www.drupal.org/docs/develop/standards/javascript/eslint-settings']","['eslint', 'configuration', 'files']",Project-specific configuration allows customization while maintaining base standards.,Create .eslintrc.json in your module/theme root to extend Drupal config and add custom rules.
DS_JS_026,drupal_javascript_eslint,usage,Run ESLint on custom code,"Regularly run ESLint on modules/custom/ and themes/custom/ directories.",high,"{""good"": ""npx eslint modules/custom/\nnpx eslint themes/custom/"", ""bad"": ""// No linting of custom code\n// Only manual code review""}","['https://www.drupal.org/docs/develop/standards/javascript/eslint-settings']","['eslint', 'testing', 'quality']",Automated linting catches syntax errors and style violations before they reach production.,Set up npm scripts or CI/CD pipelines to run ESLint on all custom JavaScript code.
DS_JS_027,drupal_javascript_behaviors,patterns,Use Drupal.behaviors instead of document.ready,"Use Drupal.behaviors for initialization instead of jQuery document.ready.",critical,"{""good"": ""Drupal.behaviors.myModule = {\n  attach: function (context, settings) {\n    // Initialization code\n  }\n};"", ""bad"": ""$(document).ready(function() {\n  // Initialization code\n});""}","['https://www.drupal.org/docs/8/api/javascript-api/javascript-api-overview']","['behaviors', 'initialization', 'drupal-api']",Drupal.behaviors work with AJAX content loading and provide better integration with Drupal.,Replace $(document).ready() with Drupal.behaviors for proper Drupal integration.
DS_JS_028,drupal_javascript_behaviors,patterns,Use once() to prevent duplicate processing,"Use the once() function to ensure elements are processed only once.",critical,"{""good"": ""once('myBehavior', '.my-selector', context).forEach(function (element) {\n  // Process element\n});"", ""bad"": ""$('.my-selector', context).each(function() {\n  // May process elements multiple times\n});""}","['https://www.drupal.org/docs/8/api/javascript-api/javascript-api-overview']","['behaviors', 'once', 'performance']",Prevents duplicate event binding and processing when AJAX loads new content.,Use once() to mark elements as processed and avoid duplicate initialization.
DS_JS_029,drupal_javascript_behaviors,patterns,Use context parameter for DOM searches,"Use the context parameter to limit DOM searches to relevant sections.",high,"{""good"": ""once('myBehavior', '.my-selector', context).forEach(...);"", ""bad"": ""$('.my-selector').each(function() {\n  // Searches entire DOM\n});""}","['https://www.drupal.org/docs/8/api/javascript-api/javascript-api-overview']","['behaviors', 'context', 'performance']",Context parameter improves performance by limiting DOM searches to newly added content.,Always use the context parameter when searching for elements in Drupal behaviors.
DS_JS_030,drupal_javascript_behaviors,dependencies,Declare JavaScript dependencies,"Declare all JavaScript dependencies in .libraries.yml files.",high,"{""good"": ""# mymodule.libraries.yml\nmybehavior:\n  js:\n    js/mybehavior.js: {}\n  dependencies:\n    - core/drupal\n    - core/jquery\n    - core/once"", ""bad"": ""// JavaScript file without declared dependencies\n// Assumes jQuery and Drupal are available""}","['https://www.drupal.org/docs/8/api/javascript-api/javascript-api-overview']","['dependencies', 'libraries', 'asset-management']",Proper dependency declaration ensures required libraries are loaded before your code.,List all required dependencies in your .libraries.yml file for proper loading order.
DS_JS_031,drupal_javascript_behaviors,structure,Include detach method for cleanup,"Include detach method in behaviors for cleanup when content is removed.",medium,"{""good"": ""Drupal.behaviors.myModule = {\n  attach: function (context, settings) {},\n  detach: function (context, settings, trigger) {\n    // Cleanup code\n  }\n};"", ""bad"": ""Drupal.behaviors.myModule = {\n  attach: function (context, settings) {\n    // Only attach, no cleanup\n  }\n};""}","['https://www.drupal.org/docs/8/api/javascript-api/javascript-api-overview']","['behaviors', 'cleanup', 'memory-management']",Detach methods prevent memory leaks and clean up event listeners when content is removed.,Add detach methods to behaviors that create event listeners or modify the DOM.
DS_JS_032,drupal_javascript,operators,Avoid comma operator,"Avoid using the comma operator except in for loop initialization.",low,"{""good"": ""var a = 1;\nvar b = 2;"", ""bad"": ""var a = 1, b = 2;""}","['https://www.drupal.org/docs/develop/standards/javascript/javascript-coding-standards']","['operators', 'comma', 'readability']",Comma operator can be confusing and makes code harder to debug.,Use separate statements instead of comma operator for better clarity.
DS_JS_033,drupal_javascript,operators,Space around operators for readability,"Add spaces around operators for better readability when appropriate.",medium,"{""good"": ""var result = a + b * c;\nvar isValid = (x > 0) && (y < 10);"", ""bad"": ""var result = a+b*c;\nvar isValid = (x>0)&&(y<10);""}","['https://www.drupal.org/docs/develop/standards/javascript/javascript-coding-standards']","['operators', 'spacing', 'readability']",Proper spacing around operators improves code readability and maintainability.,Add spaces around operators while respecting operator precedence grouping.
DS_JS_034,drupal_javascript,functions,Optional arguments at end of signature,"Place optional function arguments at the end of the parameter list.",medium,"{""good"": ""function processData(required1, required2, optional1, optional2) {}"", ""bad"": ""function processData(required1, optional1, required2, optional2) {}""}","['https://www.drupal.org/docs/develop/standards/javascript/javascript-coding-standards']","['functions', 'parameters', 'design']",Optional parameters at the end make function calls clearer and more predictable.,Organize function parameters with required parameters first followed by optional ones.
DS_JS_035,drupal_javascript,syntax,Return values on same line,"Return values must start on the same line as the return statement.",medium,"{""good"": ""return {\n  key: 'value',\n  other: 'data'\n};"", ""bad"": ""return\n{\n  key: 'value',\n  other: 'data'\n};""}","['https://www.drupal.org/docs/develop/standards/javascript/javascript-coding-standards']","['syntax', 'return', 'semicolons']",Prevents automatic semicolon insertion from breaking return statements.,Start return values on the same line as the return keyword to avoid ASI issues.
