id,category,subcategory,title,description,severity,examples,references,tags,rationale,fix_guidance
DS_TWIG_011,drupal_twig,formatting,Remove unnecessary spaces around attributes,"Remove unnecessary spaces around attribute declarations to keep markup clean.",medium,"{""good"": ""<div{{ attributes }}>"", ""bad"": ""<div {{ attributes }} >""}","['https://www.drupal.org/docs/develop/coding-standards/twig-coding-standards']","['formatting', 'attributes', 'spacing']",Clean spacing around attributes improves readability and prevents rendering issues.,Remove extra spaces around attribute variables in HTML tags.
DS_TWIG_012,drupal_twig,syntax,Use pipe character for filters,"Use the pipe character `|` for applying filters with no spaces around it.",critical,"{""good"": ""{{ 'Original'|t }}\n{{ content|raw }}"", ""bad"": ""{{ 'Original' | t }}\n{{ content | raw }}""}","['https://www.drupal.org/docs/develop/coding-standards/twig-coding-standards']","['syntax', 'filters', 'formatting']",Consistent filter syntax improves readability and follows Twig conventions.,Remove spaces around pipe characters when applying filters.
DS_TWIG_013,drupal_twig,comments,Use Twig comment markers,"Use `{# #}` for all comments within Twig templates.",medium,"{""good"": ""{# This is a comment #}\n{#\n  This is a multi-line\n  comment block\n#}"", ""bad"": ""<!-- This is an HTML comment -->\n// This is not valid in Twig""}","['https://www.drupal.org/docs/develop/coding-standards/twig-coding-standards']","['comments', 'syntax', 'documentation']",Twig comments are processed by the template engine and won't appear in rendered HTML.,Use Twig comment syntax instead of HTML comments for template-specific notes.
DS_TWIG_014,drupal_twig,comments,Single-line comments on same line,"Place single-line comments on the same line as the code they describe when appropriate.",low,"{""good"": ""{{ user.name }} {# Display the user name #}"", ""bad"": ""{# Display the user name #}\n{{ user.name }}""}","['https://www.drupal.org/docs/develop/coding-standards/twig-coding-standards']","['comments', 'formatting', 'readability']",Inline comments for simple statements reduce visual clutter while maintaining clarity.,Place brief explanatory comments inline when they refer to a single line of code.
DS_TWIG_015,drupal_twig,comments,Multi-line comments on separate lines,"Place multi-line comments on separate lines before the code they describe.",medium,"{""good"": ""{#\n  Complex logic explanation\n  that spans multiple lines\n#}\n{% if complex_condition %}"", ""bad"": ""{% if complex_condition %} {# Complex logic explanation that spans multiple lines and makes the line too long #}""}","['https://www.drupal.org/docs/develop/coding-standards/twig-coding-standards']","['comments', 'formatting', 'readability']",Multi-line comments should be separate from code to maintain readability and line length limits.,Place longer comments on separate lines above the code they describe.
DS_TWIG_016,drupal_twig,comments,Keep comments under 80 characters,"Limit comment lines to 80 characters or less for better readability.",low,"{""good"": ""{# Short descriptive comment about the following code #}"", ""bad"": ""{# This is a very long comment that exceeds the 80 character limit and becomes harder to read #}""}","['https://www.drupal.org/docs/develop/coding-standards/twig-coding-standards']","['comments', 'formatting', 'line-length']",Shorter comment lines are easier to read and work better with various editor configurations.,Break long comments into multiple lines to stay within the 80 character limit.
DS_TWIG_017,drupal_twig,best_practices,Prioritize readability,"Write Twig templates that prioritize readability over brevity.",high,"{""good"": ""{% if user.isAuthenticated %}\n  <div class=\""welcome\"">\n    <h2>{{ 'Welcome back, @name!'|t({'@name': user.name}) }}</h2>\n  </div>\n{% endif %}"", ""bad"": ""{{ user.isAuthenticated ? '<div class=\""welcome\""><h2>' ~ ('Welcome back, @name!'|t({'@name': user.name})) ~ '</h2></div>' : '' }}""}","['https://www.drupal.org/docs/develop/coding-standards/twig-coding-standards']","['best_practices', 'readability', 'maintainability']",Readable templates are easier to maintain and debug than overly condensed code.,Choose clear and descriptive code structure over compact but unclear expressions.
DS_TWIG_018,drupal_twig,best_practices,Follow Symfony Twig documentation,"Follow the official Symfony Twig documentation for standard Twig practices.",medium,"{""good"": ""{% for item in items if item.published %}\n  {{ item.title }}\n{% endfor %}"", ""bad"": ""{% for item in items %}\n  {% if item.published %}\n    {{ item.title }}\n  {% endif %}\n{% endfor %}""}","['https://www.drupal.org/docs/develop/coding-standards/twig-coding-standards', 'https://twig.symfony.com/doc/']","['best_practices', 'symfony', 'standards']",Following Symfony documentation ensures compatibility and leverages Twig's full capabilities.,Refer to official Twig documentation for best practices and advanced features.
DS_TWIG_019,drupal_twig,best_practices,Maintain consistency with Drupal core,"Follow the patterns and conventions used in Drupal core Twig templates.",high,"{""good"": ""Following core patterns for node.html.twig:\n<article{{ attributes.addClass(classes) }}>\n  {{ title_prefix }}\n  {{ title_suffix }}\n  <div{{ content_attributes.addClass('content') }}>\n    {{ content }}\n  </div>\n</article>"", ""bad"": ""Custom patterns that don't match core:\n<div class=\""node {{ node.bundle }}\"">\n  <h1>{{ node.title }}</h1>\n  {{ node.body }}\n</div>""}","['https://www.drupal.org/docs/develop/coding-standards/twig-coding-standards']","['best_practices', 'consistency', 'core']",Consistency with core templates ensures predictable behavior and easier maintenance.,Study and follow the patterns used in similar core templates when creating custom templates.
DS_TWIG_020,drupal_twig,security,Escape output appropriately,"Ensure proper escaping of variables to prevent XSS attacks.",critical,"{""good"": ""{{ user.name }}\n{{ content|raw }}"", ""bad"": ""{{ user.name|raw }}\n{{ user_input_content }}""}","['https://www.drupal.org/docs/develop/coding-standards/twig-coding-standards']","['security', 'xss', 'escaping']",Proper output escaping prevents cross-site scripting attacks and maintains site security.,Only use the raw filter when you're certain the content is safe and pre-processed.
DS_TWIG_021,drupal_twig,performance,Avoid complex logic in templates,"Keep complex business logic out of Twig templates and in preprocessing functions.",medium,"{""good"": ""{# In preprocessing: #}\n{# $variables['formatted_date'] = $date_formatter->format($timestamp, 'custom', 'Y-m-d'); #}\n{{ formatted_date }}"", ""bad"": ""{{ date(timestamp, 'Y-m-d') }}""}","['https://www.drupal.org/docs/develop/coding-standards/twig-coding-standards']","['performance', 'logic', 'separation']",Keeping logic in preprocessing improves performance and maintains separation of concerns.,Move complex calculations and formatting logic to preprocess functions.
DS_TWIG_022,drupal_twig,naming,Use descriptive variable names,"Use clear and descriptive names for variables created with the set tag.",medium,"{""good"": ""{% set sidebar_classes = [\n  'sidebar',\n  'sidebar--' ~ region,\n  sidebar_has_content ? 'sidebar--has-content'\n] %}"", ""bad"": ""{% set c = [\n  'sidebar',\n  'sidebar--' ~ region,\n  x ? 'sidebar--has-content'\n] %}""}","['https://www.drupal.org/docs/develop/coding-standards/twig-coding-standards']","['naming', 'variables', 'readability']",Descriptive variable names make templates self-documenting and easier to understand.,Choose variable names that clearly indicate their purpose and content.
DS_TWIG_023,drupal_twig,formatting,Proper indentation for nested structures,"Use consistent 2-space indentation for nested Twig structures.",medium,"{""good"": ""{% if condition %}\n  {% for item in items %}\n    <div>\n      {{ item.content }}\n    </div>\n  {% endfor %}\n{% endif %}"", ""bad"": ""{% if condition %}\n{% for item in items %}\n<div>\n{{ item.content }}\n</div>\n{% endfor %}\n{% endif %}""}","['https://www.drupal.org/docs/develop/coding-standards/twig-coding-standards']","['formatting', 'indentation', 'structure']",Consistent indentation improves template readability and shows logical structure clearly.,Maintain 2-space indentation for all nested Twig tags and HTML elements.
DS_TWIG_024,drupal_twig,syntax,Use appropriate comparison operators,"Use proper Twig comparison operators for conditionals.",medium,"{""good"": ""{% if user.roles contains 'administrator' %}\n{% if items|length > 0 %}\n{% if status == 'published' %}"", ""bad"": ""{% if 'administrator' in user.roles %}\n{% if count(items) > 0 %}\n{% if status is same as 'published' %}""}","['https://www.drupal.org/docs/develop/coding-standards/twig-coding-standards']","['syntax', 'operators', 'conditionals']",Using appropriate Twig operators ensures code clarity and takes advantage of Twig's built-in functionality.,Learn and use Twig-specific operators like 'contains' and filters like 'length'.
DS_TWIG_025,drupal_twig,structure,Organize template sections logically,"Structure templates with logical sections: variables/setup, main content, then cleanup.",medium,"{""good"": ""{# Variable setup #}\n{% set classes = ['page', 'page--' ~ page_type] %}\n\n{# Main content #}\n<div{{ attributes.addClass(classes) }}>\n  {{ content }}\n</div>\n\n{# Additional processing if needed #}"", ""bad"": ""<div{{ attributes.addClass(['page', 'page--' ~ page_type]) }}>\n  {% set extra_var = some_value %}\n  {{ content }}\n  {% set another_var = other_value %}\n</div>""}","['https://www.drupal.org/docs/develop/coding-standards/twig-coding-standards']","['structure', 'organization', 'readability']",Logical organization makes templates easier to understand and maintain.,Group variable setup at the top and keep the main template logic clean and organized.
